https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume AIX
1640476800000,2021-12-26 00:00:00,AIX/USD,0.02389,0.024527,0.022857,0.024214,17468.21517748903,721409.72897865
1640390400000,2021-12-25 00:00:00,AIX/USD,0.024668,0.024668,0.023429,0.023865,9158.30242014022,383754.55353615
1640304000000,2021-12-24 00:00:00,AIX/USD,0.024917,0.026894,0.023964,0.024713,15976.864253220067,646496.34820621
1640217600000,2021-12-23 00:00:00,AIX/USD,0.02189,0.024929,0.021785,0.024533,21269.423928076805,866971.99397044
1640131200000,2021-12-22 00:00:00,AIX/USD,0.022381,0.023576,0.021696,0.021891,4042.1024626628637,184646.7709407
1640044800000,2021-12-21 00:00:00,AIX/USD,0.020029,0.023653,0.019758,0.022436,12772.085718028993,569267.50392356
1639958400000,2021-12-20 00:00:00,AIX/USD,0.021259,0.021971,0.019,0.019493,6529.910784431544,334987.47162733
1639872000000,2021-12-19 00:00:00,AIX/USD,0.02144,0.0239,0.021108,0.021306,18528.068480446847,869617.40732408
1639785600000,2021-12-18 00:00:00,AIX/USD,0.020803,0.021687,0.020028,0.021414,5541.242192278903,258767.2640459
1639699200000,2021-12-17 00:00:00,AIX/USD,0.022072,0.022903,0.02075,0.020762,7306.71514779268,351927.32625916
1639612800000,2021-12-16 00:00:00,AIX/USD,0.02479,0.026137,0.02197,0.02197,6919.987409636725,314974.39279184
1639526400000,2021-12-15 00:00:00,AIX/USD,0.022445,0.025857,0.021026,0.024703,34099.20927882946,1380367.13268953
1639440000000,2021-12-14 00:00:00,AIX/USD,0.023201,0.024237,0.020563,0.022468,40977.505215949204,1823816.32615049
1639353600000,2021-12-13 00:00:00,AIX/USD,0.028831,0.028902,0.0224,0.023207,28323.890297023045,1220489.08937058
1639267200000,2021-12-12 00:00:00,AIX/USD,0.025987,0.030289,0.02563,0.028923,44040.33081178601,1522675.06177734
1639180800000,2021-12-11 00:00:00,AIX/USD,0.024257,0.026676,0.023777,0.026176,10874.17905849832,415425.54471647
1639094400000,2021-12-10 00:00:00,AIX/USD,0.024608,0.028215,0.023121,0.024431,34200.90113470213,1399897.71743695
1639008000000,2021-12-09 00:00:00,AIX/USD,0.02699,0.028913,0.024366,0.024654,27138.313999665184,1100767.17772634
1638921600000,2021-12-08 00:00:00,AIX/USD,0.028556,0.030514,0.026821,0.026957,26717.70566648029,991123.10963684
