https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume B2M
1657929600000,2022-07-16 00:00:00,B2M/USD,0.01011,0.01011,0.01008,0.01008,170.14822221600002,16879.78395
1657843200000,2022-07-15 00:00:00,B2M/USD,0.010001,0.010226,0.010001,0.01013,1405.428923096266,138739.2816482
1657756800000,2022-07-14 00:00:00,B2M/USD,0.01015,0.01021,0.010149,0.01019,1262.794979339369,123924.92437089
1657670400000,2022-07-13 00:00:00,B2M/USD,0.01008,0.010359,0.01008,0.010359,1255.8080100690001,121228.691
1657584000000,2022-07-12 00:00:00,B2M/USD,0.01021,0.01025,0.01013,0.01013,1302.742409076094,128602.40958303
1657497600000,2022-07-11 00:00:00,B2M/USD,0.01021,0.01026,0.01021,0.01026,1487.6294432715288,144993.12312588
1657411200000,2022-07-10 00:00:00,B2M/USD,0.01022,0.01022,0.01022,0.01022,15.97807216278,1563.412149
1657324800000,2022-07-09 00:00:00,B2M/USD,0.010091,0.01013,0.010091,0.010109,252.07878257743928,24936.07503981
1657238400000,2022-07-08 00:00:00,B2M/USD,0.010349,0.0108,0.01021,0.010231,3249.992867253442,317661.31045386003
1657152000000,2022-07-07 00:00:00,B2M/USD,0.01008,0.01031,0.00997,0.01031,323.3575127669136,31363.48329456
1657065600000,2022-07-06 00:00:00,B2M/USD,0.01012,0.01025,0.010099,0.01025,212.0728401053525,20690.03318101
1656979200000,2022-07-05 00:00:00,B2M/USD,0.010396,0.010396,0.01011,0.01012,1818.7182285560068,179715.23997589
1656892800000,2022-07-04 00:00:00,B2M/USD,0.010311,0.010609,0.010169,0.01026,1864.5823767906054,181733.17512579
1656806400000,2022-07-03 00:00:00,B2M/USD,0.01055,0.01055,0.010549,0.010549,59.22043909771528,5613.84388072
1656720000000,2022-07-02 00:00:00,B2M/USD,0.01055,0.01055,0.01055,0.01055,51.707566829785,4901.1911687
1656633600000,2022-07-01 00:00:00,B2M/USD,0.010141,0.01028,0.010111,0.01022,983.5302339154375,96235.83502108
1656547200000,2022-06-30 00:00:00,B2M/USD,0.01075,0.01075,0.010219,0.01028,2477.0388104854737,240957.08273205
1656460800000,2022-06-29 00:00:00,B2M/USD,0.01072,0.01072,0.01026,0.01035,238.54639554083698,23047.96092182
1656374400000,2022-06-28 00:00:00,B2M/USD,0.01052,0.0107,0.01052,0.010611,2048.9548796583526,193097.24622169
1656288000000,2022-06-27 00:00:00,B2M/USD,0.010531,0.01104,0.010531,0.01076,1365.0426606780477,126862.70080651
1656201600000,2022-06-26 00:00:00,B2M/USD,0.01057,0.01057,0.01057,0.01057,100.38281434999999,9496.955
1656115200000,2022-06-25 00:00:00,B2M/USD,0.01051,0.01051,0.01051,0.01051,6.293387999999999,598.8
1656028800000,2022-06-24 00:00:00,B2M/USD,0.010679,0.010829,0.01059,0.01059,141.0585458398941,13319.97599999
1655942400000,2022-06-23 00:00:00,B2M/USD,0.01066,0.01066,0.01062,0.01062,202.482453528,19066.1444
1655856000000,2022-06-22 00:00:00,B2M/USD,0.011311,0.01137,0.00982,0.010511,3279.20579976386,311978.47966548
1655769600000,2022-06-21 00:00:00,B2M/USD,0.01171,0.01299,0.01171,0.01178,7494.26250573699,636185.27213387
1655683200000,2022-06-20 00:00:00,B2M/USD,0.010199,0.01131,0.010199,0.01131,751.7612373700729,66468.72125288
1655596800000,2022-06-19 00:00:00,B2M/USD,0.0097699,0.01024,0.0097099,0.01024,268.82469650432,26252.411767999998
1655510400000,2022-06-18 00:00:00,B2M/USD,0.00982,0.010171,0.0096299,0.00993,643.3951319448093,64793.064647010004
1655424000000,2022-06-17 00:00:00,B2M/USD,0.010679,0.01087,0.00983,0.01005,4856.304467871429,483214.37491258
1655337600000,2022-06-16 00:00:00,B2M/USD,0.01069,0.011071,0.010469,0.010499,2741.9445915948536,261162.45276644
1655251200000,2022-06-15 00:00:00,B2M/USD,0.01027,0.010651,0.00998,0.01045,5783.982391752014,553491.1379667
1655164800000,2022-06-14 00:00:00,B2M/USD,0.01077,0.01122,0.0099,0.010129,228.08416077867744,22517.93471998
1655078400000,2022-06-13 00:00:00,B2M/USD,0.01168,0.01168,0.01059,0.01078,376.4381978998718,34920.05546381
1654992000000,2022-06-12 00:00:00,B2M/USD,0.01212,0.01251,0.01148,0.01191,369.93128187123034,31060.56103033
1654905600000,2022-06-11 00:00:00,B2M/USD,0.012816,0.01282,0.01177,0.0121,1048.534823559894,86655.77054214
1654819200000,2022-06-10 00:00:00,B2M/USD,0.013601,0.013601,0.010309,0.01265,708.2866649737834,55991.04070939
1654732800000,2022-06-09 00:00:00,B2M/USD,0.013669,0.013929,0.013341,0.0139,3219.699078436952,231633.02722568
1654646400000,2022-06-08 00:00:00,B2M/USD,0.013791,0.014088,0.01369,0.01375,2298.3411907743375,167152.08660177
1654560000000,2022-06-07 00:00:00,B2M/USD,0.01325,0.013859,0.01265,0.01318,3512.284380984119,266485.91661488
1654473600000,2022-06-06 00:00:00,B2M/USD,0.013791,0.013888,0.01133,0.01326,1157.1622634115647,87267.13902048
1654387200000,2022-06-05 00:00:00,B2M/USD,0.013356,0.013895,0.01295,0.0136,4711.22270579796,346413.43424985
1654300800000,2022-06-04 00:00:00,B2M/USD,0.01356,0.013895,0.01349,0.01349,4576.470276840099,339249.09390957
1654214400000,2022-06-03 00:00:00,B2M/USD,0.01435,0.01454,0.01308,0.01308,4463.335618589805,341233.60998393
1654128000000,2022-06-02 00:00:00,B2M/USD,0.01429,0.01429,0.01189,0.01355,3988.353136616949,294343.40491638
1654041600000,2022-06-01 00:00:00,B2M/USD,0.012,0.01521,0.00089,0.014499,6100.001004641641,420718.73954353
1653955200000,2022-05-31 00:00:00,B2M/USD,0.015406,0.016169,0.014514,0.01601,4680.730379639973,292362.92190131
1653868800000,2022-05-30 00:00:00,B2M/USD,0.01481,0.01499,0.01461,0.014845,15595.805808902818,1050576.34280248
1653782400000,2022-05-29 00:00:00,B2M/USD,0.015055,0.01506,0.01475,0.01482,21530.14616568735,1452776.39444584
1653696000000,2022-05-28 00:00:00,B2M/USD,0.01528,0.0153,0.01487,0.01495,18.364330139155,1228.3832869
1653609600000,2022-05-27 00:00:00,B2M/USD,0.01493,0.01525,0.01477,0.01521,4556.319407801039,299560.77631828
1653523200000,2022-05-26 00:00:00,B2M/USD,0.01499,0.01528,0.01471,0.01526,8992.823829993004,589306.93512405
1653436800000,2022-05-25 00:00:00,B2M/USD,0.01453,0.01504,0.01453,0.01503,4735.156048998489,315046.97598127
1653350400000,2022-05-24 00:00:00,B2M/USD,0.014504,0.01494,0.01412,0.01451,7469.374333867271,514774.2476821
1653264000000,2022-05-23 00:00:00,B2M/USD,0.015181,0.0152,0.01463,0.01468,6109.2388183367875,416160.68244801
1653177600000,2022-05-22 00:00:00,B2M/USD,0.015262,0.015889,0.014886,0.01557,2154.2350032869635,138358.06058362
1653091200000,2022-05-21 00:00:00,B2M/USD,0.01423,0.01593,0.00071,0.015341,4689.4392000625385,305680.15123281
1653004800000,2022-05-20 00:00:00,B2M/USD,0.01429,0.01436,0.0135,0.01436,1113.5891016457845,77547.98757979
1652918400000,2022-05-19 00:00:00,B2M/USD,0.01422,0.014799,0.0142,0.01432,946.2901253132528,66081.71266154
1652832000000,2022-05-18 00:00:00,B2M/USD,0.015201,0.015201,0.01413,0.014209,233.430198303315,16428.334035
1652745600000,2022-05-17 00:00:00,B2M/USD,0.01508,0.015279,0.01443,0.015279,1267.9303669450283,82985.16702304
1652659200000,2022-05-16 00:00:00,B2M/USD,0.01496,0.01512,0.01496,0.01499,97.1538915821823,6481.24693677
1652572800000,2022-05-15 00:00:00,B2M/USD,0.01513,0.01514,0.014769,0.01514,1097.2709832298622,72474.96586723
1652486400000,2022-05-14 00:00:00,B2M/USD,0.01655,0.01655,0.014876,0.01508,1258.5373491340363,83457.38389483
1652400000000,2022-05-13 00:00:00,B2M/USD,0.0138,0.01687,0.013729,0.01665,4821.7135645463495,289592.40627906
1652313600000,2022-05-12 00:00:00,B2M/USD,0.014631,0.014631,0.01247,0.013699,3488.5650280992386,254658.37127522
1652227200000,2022-05-11 00:00:00,B2M/USD,0.017891,0.01803,0.012269,0.01483,15112.074195923478,1019020.51219983
1652140800000,2022-05-10 00:00:00,B2M/USD,0.01772,0.01908,0.01772,0.01806,11500.647687785868,636802.19755182
1652054400000,2022-05-09 00:00:00,B2M/USD,0.021781,0.021839,0.01761,0.01832,37293.419612032674,2035667.00939043
1651968000000,2022-05-08 00:00:00,B2M/USD,0.021826,0.021949,0.021169,0.02175,14232.370658651993,654361.86936331
1651881600000,2022-05-07 00:00:00,B2M/USD,0.021398,0.0222,0.021398,0.0218,38640.60518222355,1772504.82487264
1651795200000,2022-05-06 00:00:00,B2M/USD,0.0219,0.022321,0.02096,0.021411,37334.702606149156,1743715.96871464
1651708800000,2022-05-05 00:00:00,B2M/USD,0.022646,0.022899,0.02158,0.02189,57252.25676310107,2615452.57026501
1651622400000,2022-05-04 00:00:00,B2M/USD,0.02298,0.023,0.022213,0.022677,40634.63102135055,1791887.41991227
1651536000000,2022-05-03 00:00:00,B2M/USD,0.02366,0.023769,0.02269,0.02297,58913.30458720137,2564793.40823689
1651449600000,2022-05-02 00:00:00,B2M/USD,0.02352,0.02412,0.022795,0.02364,65297.96554086864,2762181.28345468
1651363200000,2022-05-01 00:00:00,B2M/USD,0.02553,0.02557,0.022819,0.02362,49306.74507125333,2087499.79133164
1651276800000,2022-04-30 00:00:00,B2M/USD,0.026644,0.02666,0.02474,0.02557,72312.26973718022,2828012.11330388
1651190400000,2022-04-29 00:00:00,B2M/USD,0.02735,0.02739,0.026644,0.026644,110408.57463616921,4143843.81610003
1651104000000,2022-04-28 00:00:00,B2M/USD,0.02648,0.028042,0.0261,0.02739,74752.79809081755,2729200.36841247
1651017600000,2022-04-27 00:00:00,B2M/USD,0.02588,0.0268,0.02584,0.02631,33325.71570626163,1266655.86112739
1650931200000,2022-04-26 00:00:00,B2M/USD,0.026323,0.026323,0.02581,0.02581,370.4393962107091,14352.55312711
1650844800000,2022-04-25 00:00:00,B2M/USD,0.02767,0.027861,0.02688,0.027329,2978.91819473763,109002.09282219
1650758400000,2022-04-24 00:00:00,B2M/USD,0.03037,0.03053,0.02713,0.027549,1421.5369965998834,51600.31204762
1650672000000,2022-04-23 00:00:00,B2M/USD,0.0293,0.03058,0.0293,0.03058,254.04574143611958,8307.57820262
1650585600000,2022-04-22 00:00:00,B2M/USD,0.02854,0.02859,0.0285,0.02859,678.9575343258053,23748.07745106
1650499200000,2022-04-21 00:00:00,B2M/USD,0.028572,0.02932,0.02777,0.02863,1698.4085289133543,59322.68700361
1650412800000,2022-04-20 00:00:00,B2M/USD,0.028545,0.028909,0.02829,0.02829,733.5768586725935,25930.60652784
1650326400000,2022-04-19 00:00:00,B2M/USD,0.02809,0.02892,0.02809,0.02892,5.0917561070856,176.06348918
1650240000000,2022-04-18 00:00:00,B2M/USD,0.02767,0.02767,0.02673,0.0269,1761.563943651472,65485.64846288
1650153600000,2022-04-17 00:00:00,B2M/USD,0.028871,0.028871,0.02812,0.02813,1731.898667505749,61567.67392484
1650067200000,2022-04-16 00:00:00,B2M/USD,0.02912,0.02912,0.0289,0.0289,8.102321020586,280.35712874
1649980800000,2022-04-15 00:00:00,B2M/USD,0.02913,0.02925,0.02901,0.02915,1129.3401991322382,38742.373898189995
1649894400000,2022-04-14 00:00:00,B2M/USD,0.028771,0.029182,0.02867,0.02906,1338.320246568448,46053.69052197
1649808000000,2022-04-13 00:00:00,B2M/USD,0.02907,0.02996,0.02825,0.02985,1357.6400739445305,45482.07952913
1649721600000,2022-04-12 00:00:00,B2M/USD,0.028299,0.030429,0.028299,0.02897,2298.8783166258554,79353.75618315
1649635200000,2022-04-11 00:00:00,B2M/USD,0.03,0.03117,0.02748,0.02803,7628.053841504734,272138.91692846
1649462400000,2022-04-09 00:00:00,B2M/USD,0.03012,0.03012,0.0293,0.02993,2326.045372590182,77716.18351454
1649376000000,2022-04-08 00:00:00,B2M/USD,0.033104,0.033304,0.03022,0.03022,5907.018026583448,195467.17493658
1649289600000,2022-04-07 00:00:00,B2M/USD,0.03318,0.034518,0.0324,0.0331,14813.172753371084,447527.87774535
