https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume HMT
1657238400000,2022-07-08 00:00:00,HMT/USD,0.19167,0.19305,0.19167,0.1923,1215.302688155604,6319.82677148
1657152000000,2022-07-07 00:00:00,HMT/USD,0.18965,0.19215,0.1893,0.19196,339.94616114973155,1770.92186471
1657065600000,2022-07-06 00:00:00,HMT/USD,0.18926,0.18993,0.18888,0.18993,82.4300669964564,434.00235348
1656979200000,2022-07-05 00:00:00,HMT/USD,0.18898,0.19081,0.1884,0.18899,908.8006663112226,4808.72356374
1656892800000,2022-07-04 00:00:00,HMT/USD,0.18909,0.1897,0.18876,0.1896,106.231479741432,560.29261467
1656806400000,2022-07-03 00:00:00,HMT/USD,0.18989,0.18989,0.18947,0.18947,10.761415843231301,56.797465790000004
1656720000000,2022-07-02 00:00:00,HMT/USD,0.19007,0.19037,0.18979,0.19016,42.766447530116,224.89717885
1656633600000,2022-07-01 00:00:00,HMT/USD,0.19069,0.19132,0.18984,0.19018,52.2317540062298,274.64377961
1656547200000,2022-06-30 00:00:00,HMT/USD,0.1906,0.19063,0.18916,0.19032,1867.7631309903695,9813.80375678
1656460800000,2022-06-29 00:00:00,HMT/USD,0.19067,0.19093,0.19067,0.19093,17.8330280976442,93.40086993999999
1656374400000,2022-06-28 00:00:00,HMT/USD,0.19204,0.19285,0.19078,0.19078,1260.3546069438016,6606.32459872
1656288000000,2022-06-27 00:00:00,HMT/USD,0.19184,0.19235,0.19143,0.19232,121.7402689709056,633.00888608
1656201600000,2022-06-26 00:00:00,HMT/USD,0.18883,0.19194,0.18872,0.19161,1915.7024877200433,9997.92540953
1656115200000,2022-06-25 00:00:00,HMT/USD,0.19089,0.19089,0.18891,0.18912,864.1943034498048,4569.55532704
1656028800000,2022-06-24 00:00:00,HMT/USD,0.19205,0.19334,0.19057,0.19108,1581.765873418649,8278.02948199
1655942400000,2022-06-23 00:00:00,HMT/USD,0.19268,0.19305,0.19132,0.19241,695.1124062269948,3612.66257589
1655856000000,2022-06-22 00:00:00,HMT/USD,0.19223,0.19243,0.1917,0.19243,62.4739229760072,324.65791704000003
1655769600000,2022-06-21 00:00:00,HMT/USD,0.19358,0.19358,0.19206,0.1926,123.158885491512,639.45423412
1655683200000,2022-06-20 00:00:00,HMT/USD,0.19259,0.19347,0.19214,0.19313,108.9797887687019,564.28203163
1655596800000,2022-06-19 00:00:00,HMT/USD,0.19285,0.19477,0.19207,0.19286,1325.8726675480414,6874.79346442
1655510400000,2022-06-18 00:00:00,HMT/USD,0.1961,0.19647,0.19103,0.19263,4250.03894413995,22063.22454519
1655424000000,2022-06-17 00:00:00,HMT/USD,0.21115,0.21115,0.19584,0.19605,6123.311006127141,31233.41497642
1655337600000,2022-06-16 00:00:00,HMT/USD,0.21262,0.21283,0.21061,0.2108,2609.107251145264,12377.16912308
1655251200000,2022-06-15 00:00:00,HMT/USD,0.21399,0.21468,0.21127,0.21243,5788.62668330932,27249.57248651
1655164800000,2022-06-14 00:00:00,HMT/USD,0.2153,0.21616,0.21376,0.21431,855.1103628577605,3990.06281955
1655078400000,2022-06-13 00:00:00,HMT/USD,0.2175,0.21804,0.21439,0.21498,6326.409629029967,29427.89854419
1654992000000,2022-06-12 00:00:00,HMT/USD,0.21859,0.21876,0.21569,0.21719,4457.84868469202,20525.11020163
1654905600000,2022-06-11 00:00:00,HMT/USD,0.21886,0.21945,0.21829,0.21887,1362.8712658705804,6226.85277046
1654819200000,2022-06-10 00:00:00,HMT/USD,0.22018,0.22022,0.21842,0.21908,1828.7525068262837,8347.4187823
1654732800000,2022-06-09 00:00:00,HMT/USD,0.22412,0.22429,0.22033,0.22049,2075.151218747783,9411.543465679999
1654646400000,2022-06-08 00:00:00,HMT/USD,0.22323,0.22461,0.22194,0.22439,1746.611321847857,7783.8197863
1654560000000,2022-06-07 00:00:00,HMT/USD,0.22153,0.22475,0.21868,0.22352,83513.6570941139,373629.46087202
1654473600000,2022-06-06 00:00:00,HMT/USD,0.22226,0.22328,0.22181,0.22181,370.7118260633025,1671.30348525
1654387200000,2022-06-05 00:00:00,HMT/USD,0.22308,0.22308,0.2222,0.22231,22.1010617746666,99.41550886
1654300800000,2022-06-04 00:00:00,HMT/USD,0.22349,0.22367,0.22332,0.22333,14.576546905951199,65.26909463999999
1654214400000,2022-06-03 00:00:00,HMT/USD,0.22714,0.22723,0.2229,0.22369,2933.570563488302,13114.4466158
1654128000000,2022-06-02 00:00:00,HMT/USD,0.22671,0.22699,0.22618,0.22699,180.1635447684655,793.70696845
1654041600000,2022-06-01 00:00:00,HMT/USD,0.2262,0.22807,0.22578,0.22683,3235.2931586189757,14263.07436679
1653955200000,2022-05-31 00:00:00,HMT/USD,0.22698,0.22706,0.22582,0.22598,863.8348626004852,3822.61643774
1653868800000,2022-05-30 00:00:00,HMT/USD,0.22566,0.22741,0.22536,0.2268,854.819974456056,3769.04750642
1653782400000,2022-05-29 00:00:00,HMT/USD,0.22585,0.226,0.22509,0.22539,448.4772660537081,1989.78333579
1653696000000,2022-05-28 00:00:00,HMT/USD,0.2263,0.2263,0.22544,0.22598,850.8650431893961,3765.22277719
1653609600000,2022-05-27 00:00:00,HMT/USD,0.22642,0.22667,0.22594,0.22619,277.2609131157523,1225.78767017
1653523200000,2022-05-26 00:00:00,HMT/USD,0.22686,0.22686,0.22595,0.22657,341.99198011133444,1509.4318758499999
1653436800000,2022-05-25 00:00:00,HMT/USD,0.22823,0.22828,0.22674,0.22678,199.3709895226562,879.13832579
1653350400000,2022-05-24 00:00:00,HMT/USD,0.23188,0.23188,0.22791,0.2281,1901.0171494191989,8334.13919079
1653264000000,2022-05-23 00:00:00,HMT/USD,0.23313,0.23327,0.23174,0.23188,697.9534285253069,3009.97683511
1653177600000,2022-05-22 00:00:00,HMT/USD,0.23223,0.23323,0.23217,0.23323,749.4625577097925,3213.40546975
1653091200000,2022-05-21 00:00:00,HMT/USD,0.23636,0.23636,0.23247,0.23262,5457.598361064718,23461.43221161
1653004800000,2022-05-20 00:00:00,HMT/USD,0.23819,0.23841,0.23628,0.23647,1566.7261034306662,6625.47512763
1652918400000,2022-05-19 00:00:00,HMT/USD,0.2382,0.23829,0.23682,0.23795,360.880933203083,1516.62506074
1652832000000,2022-05-18 00:00:00,HMT/USD,0.2386,0.23939,0.23762,0.23815,704.848051950251,2959.68109154
1652745600000,2022-05-17 00:00:00,HMT/USD,0.23914,0.23949,0.23827,0.23844,70.07155150446961,293.87498534
1652659200000,2022-05-16 00:00:00,HMT/USD,0.24101,0.24113,0.23898,0.23916,215.43397776003843,900.7943542400001
1652572800000,2022-05-15 00:00:00,HMT/USD,0.24096,0.24097,0.24008,0.24065,776.0087114255281,3224.6362411200002
1652486400000,2022-05-14 00:00:00,HMT/USD,0.24288,0.24294,0.24007,0.24114,255.20245419568138,1058.31655551
1652400000000,2022-05-13 00:00:00,HMT/USD,0.22988,0.24451,0.22947,0.24305,12096.861739132968,49771.08306576
1652313600000,2022-05-12 00:00:00,HMT/USD,0.23932,0.24005,0.22198,0.22981,155887.7298081223,678333.10042262
1652227200000,2022-05-11 00:00:00,HMT/USD,0.27651,0.27651,0.23898,0.23969,63229.435763569636,263796.71977792
1652140800000,2022-05-10 00:00:00,HMT/USD,0.29458,0.29458,0.27659,0.27684,15652.762118336539,56540.82545274
1652054400000,2022-05-09 00:00:00,HMT/USD,0.3091,0.30913,0.293,0.29479,15263.895227649326,51778.87726059
1651968000000,2022-05-08 00:00:00,HMT/USD,0.31291,0.31291,0.3091,0.3091,1072.957511450275,3471.23103025
1651881600000,2022-05-07 00:00:00,HMT/USD,0.31492,0.31492,0.31242,0.31242,520.8246924309805,1667.0657846200002
1651795200000,2022-05-06 00:00:00,HMT/USD,0.31523,0.316,0.31463,0.31473,647.9073555749496,2058.61327352
1651708800000,2022-05-05 00:00:00,HMT/USD,0.31522,0.31571,0.3144,0.31533,1826.4376883687391,5792.14692027
1651622400000,2022-05-04 00:00:00,HMT/USD,0.31513,0.31565,0.31513,0.31519,405.92406406425465,1287.87101134
1651536000000,2022-05-03 00:00:00,HMT/USD,0.31655,0.31724,0.31521,0.31527,425.36352637187815,1349.20394066
1651449600000,2022-05-02 00:00:00,HMT/USD,0.3194,0.31943,0.31688,0.31696,188.9632145542064,596.17369559
1651363200000,2022-05-01 00:00:00,HMT/USD,0.32533,0.32589,0.31842,0.31908,5013.395973512056,15712.03451646
1651276800000,2022-04-30 00:00:00,HMT/USD,0.32642,0.32658,0.32511,0.3255,1439.29911357687,4421.80987274
1651190400000,2022-04-29 00:00:00,HMT/USD,0.32827,0.32827,0.3262,0.32633,451.5040302736421,1383.58113037
1651104000000,2022-04-28 00:00:00,HMT/USD,0.33044,0.33076,0.32779,0.32793,1193.6403743020182,3639.92429574
1651017600000,2022-04-27 00:00:00,HMT/USD,0.33159,0.33246,0.33044,0.33049,1160.694946212928,3512.0425616899997
1650931200000,2022-04-26 00:00:00,HMT/USD,0.33968,0.33982,0.33194,0.33194,4663.0621416995,14047.906675
1650844800000,2022-04-25 00:00:00,HMT/USD,0.35985,0.35985,0.34,0.34,15725.1818166354,46250.534754809996
1650758400000,2022-04-24 00:00:00,HMT/USD,0.35949,0.36029,0.35949,0.36029,1521.9558091303154,4224.2521555700005
1650672000000,2022-04-23 00:00:00,HMT/USD,0.35848,0.35934,0.3584,0.35929,1112.2227600518072,3095.61290337
1650585600000,2022-04-22 00:00:00,HMT/USD,0.35649,0.35911,0.35649,0.35871,2191.956544329783,6110.6647273
1650499200000,2022-04-21 00:00:00,HMT/USD,0.35425,0.35641,0.35218,0.35632,354.81173132603203,995.7670951
1650412800000,2022-04-20 00:00:00,HMT/USD,0.34722,0.35399,0.34555,0.35399,2084.4642069352194,5888.48331008
1650326400000,2022-04-19 00:00:00,HMT/USD,0.34582,0.34895,0.34488,0.34771,2126.620592431568,6116.07544342
1650240000000,2022-04-18 00:00:00,HMT/USD,0.35097,0.35097,0.34521,0.34569,2304.798694403015,6667.24144292
1650153600000,2022-04-17 00:00:00,HMT/USD,0.37497,0.37502,0.34722,0.3505,27976.786318718005,79819.64712901
1650067200000,2022-04-16 00:00:00,HMT/USD,0.37685,0.3774,0.37466,0.37512,350.56559402615517,934.54253046
1649980800000,2022-04-15 00:00:00,HMT/USD,0.37534,0.3776,0.37514,0.37671,246.5789391943389,654.55904859
1649894400000,2022-04-14 00:00:00,HMT/USD,0.37552,0.37605,0.37533,0.37533,1.7074806280923,4.54927831
1649808000000,2022-04-13 00:00:00,HMT/USD,0.3771,0.37733,0.37494,0.3755,592.957440133525,1579.11435455
1649721600000,2022-04-12 00:00:00,HMT/USD,0.37531,0.3786,0.37479,0.37748,1267.763977139507,3358.4931046399997
1649635200000,2022-04-11 00:00:00,HMT/USD,0.38678,0.38698,0.37507,0.37534,11505.0743499879,30652.40675118
1649548800000,2022-04-10 00:00:00,HMT/USD,0.38931,0.38952,0.38646,0.3869,161.94374298867302,418.56744117000005
1649462400000,2022-04-09 00:00:00,HMT/USD,0.39482,0.39657,0.38666,0.38886,6129.406509120826,15762.50195217
1649376000000,2022-04-08 00:00:00,HMT/USD,0.42209,0.42242,0.39466,0.39473,24210.77356794237,61335.02284585
1649289600000,2022-04-07 00:00:00,HMT/USD,0.42343,0.42345,0.42109,0.42261,1071.8254226885115,2536.2045921500003
1649203200000,2022-04-06 00:00:00,HMT/USD,0.42537,0.43581,0.4233,0.4233,2789.878414933581,6590.78293157
1649116800000,2022-04-05 00:00:00,HMT/USD,0.4249,0.42564,0.42383,0.42478,412.5814226453446,971.28259957
1649030400000,2022-04-04 00:00:00,HMT/USD,0.42448,0.42545,0.42347,0.42443,546.5645949907836,1287.76145652
1648944000000,2022-04-03 00:00:00,HMT/USD,0.42561,0.42631,0.4245,0.4252,73.01391966504,171.7166502
1648857600000,2022-04-02 00:00:00,HMT/USD,0.42176,0.4264,0.42176,0.42537,304.7304421735629,716.3891251699999
1648771200000,2022-04-01 00:00:00,HMT/USD,0.42062,0.42655,0.42031,0.42241,5016.840472713994,11876.7085834
1648684800000,2022-03-31 00:00:00,HMT/USD,0.41507,0.43672,0.41421,0.42109,15556.251182689344,36942.8178838
1648598400000,2022-03-30 00:00:00,HMT/USD,0.41735,0.41812,0.41153,0.41476,1540.073979408825,3713.16901198
1648512000000,2022-03-29 00:00:00,HMT/USD,0.40025,0.42259,0.39989,0.41809,12834.248445999217,30697.33417685
1648425600000,2022-03-28 00:00:00,HMT/USD,0.39553,0.40316,0.39553,0.39995,2708.2979421627842,6771.59130432
1648339200000,2022-03-27 00:00:00,HMT/USD,0.39136,0.39642,0.38381,0.395,11547.739344648951,29234.78315101
1648252800000,2022-03-26 00:00:00,HMT/USD,0.39237,0.39239,0.3904,0.39086,283.5438687329878,725.43588173
1648166400000,2022-03-25 00:00:00,HMT/USD,0.39666,0.39666,0.38693,0.39257,7477.362121196165,19047.20717629
1648080000000,2022-03-24 00:00:00,HMT/USD,0.39172,0.39821,0.3906,0.39702,2285.82043574639,5757.44404752
1647993600000,2022-03-23 00:00:00,HMT/USD,0.38813,0.39618,0.38714,0.39169,5509.747578868635,14066.602616529999
1647907200000,2022-03-22 00:00:00,HMT/USD,0.37254,0.38867,0.37254,0.38808,11550.912493693557,29764.25606497
1647820800000,2022-03-21 00:00:00,HMT/USD,0.36903,0.37302,0.36824,0.37302,22.575390951805204,60.52059126
1647734400000,2022-03-20 00:00:00,HMT/USD,0.37421,0.37435,0.36804,0.3696,23497.10716100563,63574.42413692
1647648000000,2022-03-19 00:00:00,HMT/USD,0.36216,0.3753,0.36084,0.37426,7451.8794240141315,19910.96944374
1647561600000,2022-03-18 00:00:00,HMT/USD,0.36599,0.36599,0.36182,0.36182,691.2293179617603,1910.42318822
1647475200000,2022-03-17 00:00:00,HMT/USD,0.36065,0.37183,0.36065,0.36626,8877.7267173554,24238.86506131
1647388800000,2022-03-16 00:00:00,HMT/USD,0.36119,0.36157,0.35658,0.36087,3461.3586795326814,9591.70526653
1647302400000,2022-03-15 00:00:00,HMT/USD,0.37261,0.37337,0.36042,0.36151,8664.978063535315,23968.84751054
1647216000000,2022-03-14 00:00:00,HMT/USD,0.37491,0.37606,0.37133,0.37238,5807.140923047956,15594.663846200001
1647129600000,2022-03-13 00:00:00,HMT/USD,0.37638,0.3774,0.37542,0.37567,4.5489434905648,12.10888144
1647043200000,2022-03-12 00:00:00,HMT/USD,0.38186,0.3819,0.37601,0.37692,2504.9480176154407,6645.83470661
1646956800000,2022-03-11 00:00:00,HMT/USD,0.37616,0.38654,0.37484,0.38256,6782.374908672653,17728.91810088
1646870400000,2022-03-10 00:00:00,HMT/USD,0.38183,0.38231,0.37546,0.37566,7246.867052116479,19291.02659883
1646784000000,2022-03-09 00:00:00,HMT/USD,0.38127,0.38604,0.3811,0.38184,1192.3160497353722,3122.55407955
1646697600000,2022-03-08 00:00:00,HMT/USD,0.38388,0.38478,0.38151,0.38152,1532.5810895031927,4017.03997039
1646611200000,2022-03-07 00:00:00,HMT/USD,0.38626,0.3865,0.38345,0.38345,290.57230918396147,757.78408967
1646524800000,2022-03-06 00:00:00,HMT/USD,0.38342,0.38658,0.38298,0.3861,1.972773892089,5.10948949
1646438400000,2022-03-05 00:00:00,HMT/USD,0.38439,0.38439,0.38256,0.38365,1002.2400011233194,2612.3810794299998
1646352000000,2022-03-04 00:00:00,HMT/USD,0.39137,0.3914,0.38249,0.38369,5334.525030688256,13903.21621801
1646265600000,2022-03-03 00:00:00,HMT/USD,0.39785,0.39785,0.39065,0.39144,4349.258129136362,11110.91898921
1646179200000,2022-03-02 00:00:00,HMT/USD,0.40346,0.40388,0.39741,0.3985,1635.0513950144853,4103.01479301
1646092800000,2022-03-01 00:00:00,HMT/USD,0.41502,0.41784,0.40063,0.40271,6358.251033481794,15788.65941616
1646006400000,2022-02-28 00:00:00,HMT/USD,0.40669,0.41864,0.40642,0.41653,2953.7168952522484,7091.2464774499995
1645920000000,2022-02-27 00:00:00,HMT/USD,0.41381,0.41965,0.40543,0.40664,13393.129267405233,32936.08417127
1645833600000,2022-02-26 00:00:00,HMT/USD,0.41997,0.41997,0.41013,0.41457,6497.294276505841,15672.36962758
1645747200000,2022-02-25 00:00:00,HMT/USD,0.42014,0.42049,0.4181,0.41911,387.0899473790489,923.5998839900001
1645660800000,2022-02-24 00:00:00,HMT/USD,0.43879,0.43879,0.4196,0.41986,15421.369357708594,36729.7893529
1645574400000,2022-02-23 00:00:00,HMT/USD,0.43525,0.43841,0.43508,0.43786,2321.8025736587642,5302.6140174
1645488000000,2022-02-22 00:00:00,HMT/USD,0.44307,0.44307,0.43015,0.4357,5264.071356187847,12081.87137064
1645401600000,2022-02-21 00:00:00,HMT/USD,0.44632,0.44861,0.44252,0.4426,436.77565797825196,986.84061902
1645315200000,2022-02-20 00:00:00,HMT/USD,0.45156,0.4522,0.44129,0.4453,3010.9688123460896,6761.6636253
1645228800000,2022-02-19 00:00:00,HMT/USD,0.44092,0.45287,0.44092,0.45159,2469.877904161979,5469.29273049
1645142400000,2022-02-18 00:00:00,HMT/USD,0.4462,0.44756,0.44021,0.44101,6089.135266235944,13807.24987242
1645056000000,2022-02-17 00:00:00,HMT/USD,0.45591,0.45668,0.44508,0.44691,6612.957468647211,14797.0675721
1644969600000,2022-02-16 00:00:00,HMT/USD,0.45822,0.46241,0.45597,0.4564,3378.943188949972,7403.46886273
1644883200000,2022-02-15 00:00:00,HMT/USD,0.46077,0.46459,0.45698,0.45872,4936.968478855254,10762.48796402
1644796800000,2022-02-14 00:00:00,HMT/USD,0.46441,0.46441,0.45785,0.46113,2594.69342059083,5626.81547631
1644710400000,2022-02-13 00:00:00,HMT/USD,0.48814,0.49045,0.46234,0.46497,13385.944181154666,28788.8340778
1644624000000,2022-02-12 00:00:00,HMT/USD,0.49747,0.49747,0.48541,0.48879,5611.994692112477,11481.40242663
1644537600000,2022-02-11 00:00:00,HMT/USD,0.50015,0.5054,0.48893,0.4969,13172.47498610256,26509.30767982
1644451200000,2022-02-10 00:00:00,HMT/USD,0.5065,0.50775,0.50039,0.50058,2284.7713873280804,4564.24824669
1644364800000,2022-02-09 00:00:00,HMT/USD,0.51422,0.51743,0.50124,0.50572,6711.345114538796,13270.87145958
1644278400000,2022-02-08 00:00:00,HMT/USD,0.56742,0.56742,0.51181,0.51369,21256.365096116548,41379.75256695
1644192000000,2022-02-07 00:00:00,HMT/USD,0.55063,0.56794,0.54575,0.56714,15635.567818356574,27569.15015403
1644105600000,2022-02-06 00:00:00,HMT/USD,0.55724,0.55724,0.54635,0.54995,1195.8125681093886,2174.40234223
1644019200000,2022-02-05 00:00:00,HMT/USD,0.54858,0.55761,0.54858,0.5575,4246.7402404285995,7617.47128328
1643932800000,2022-02-04 00:00:00,HMT/USD,0.53183,0.55035,0.53183,0.54892,2361.54116919233,4302.15909275
1643846400000,2022-02-03 00:00:00,HMT/USD,0.53318,0.53856,0.53113,0.53113,5432.086309976409,10227.41383461
1643760000000,2022-02-02 00:00:00,HMT/USD,0.53387,0.53977,0.53276,0.53276,2815.000686635868,5283.8063793
1643673600000,2022-02-01 00:00:00,HMT/USD,0.53949,0.54391,0.53081,0.53387,33132.61708665421,62061.20794698
1643587200000,2022-01-31 00:00:00,HMT/USD,0.5332,0.54821,0.53062,0.53884,113412.83460349169,210475.90120164
1643500800000,2022-01-30 00:00:00,HMT/USD,0.53395,0.53521,0.53288,0.53327,6.0805853274031,11.40245153
1643414400000,2022-01-29 00:00:00,HMT/USD,0.53644,0.53677,0.53139,0.53431,4322.069677922543,8089.06754117
1643328000000,2022-01-28 00:00:00,HMT/USD,0.54426,0.54622,0.53413,0.53599,8649.188365424016,16136.84651845
1643241600000,2022-01-27 00:00:00,HMT/USD,0.53207,0.54543,0.53132,0.54355,8940.13432003225,16447.67605562
1643155200000,2022-01-26 00:00:00,HMT/USD,0.53355,0.54116,0.53131,0.53215,10821.862429723542,20336.11280602
1643068800000,2022-01-25 00:00:00,HMT/USD,0.53126,0.53362,0.53041,0.53312,363.4747408417665,681.7878542200001
1642982400000,2022-01-24 00:00:00,HMT/USD,0.54299,0.5436,0.53048,0.53088,9753.930908903596,18373.13688386
1642896000000,2022-01-23 00:00:00,HMT/USD,0.56035,0.56035,0.54259,0.54348,17046.83420344489,31366.0745629
1642809600000,2022-01-22 00:00:00,HMT/USD,0.60152,0.60152,0.56001,0.56037,62748.84953627261,111977.53187407
1642723200000,2022-01-21 00:00:00,HMT/USD,0.609,0.60948,0.60081,0.60183,13551.332854151051,22516.87827817
1642636800000,2022-01-20 00:00:00,HMT/USD,0.63314,0.63873,0.60001,0.60822,31977.23690201848,52575.11575091
1642550400000,2022-01-19 00:00:00,HMT/USD,0.60578,0.63361,0.60547,0.63361,28218.735468613133,44536.44271494
1642464000000,2022-01-18 00:00:00,HMT/USD,0.59265,0.60578,0.5899,0.60578,4317.115791213279,7126.54064382
1642377600000,2022-01-17 00:00:00,HMT/USD,0.61871,0.61871,0.59188,0.59252,23664.80745299312,39939.25513568
1642291200000,2022-01-16 00:00:00,HMT/USD,0.64116,0.64128,0.61641,0.61805,43869.923657716,70981.18867036
1642204800000,2022-01-15 00:00:00,HMT/USD,0.67338,0.67456,0.64153,0.64155,77586.74318954872,120936.39340589
1642118400000,2022-01-14 00:00:00,HMT/USD,0.67214,0.67933,0.67128,0.67338,133588.77908678757,198385.4273765
1642032000000,2022-01-13 00:00:00,HMT/USD,0.66635,0.67282,0.66329,0.6726,28248.378070841172,41998.77798222
1641945600000,2022-01-12 00:00:00,HMT/USD,0.67368,0.68047,0.66635,0.66635,54452.93645156978,81718.22083225
1641859200000,2022-01-11 00:00:00,HMT/USD,0.67581,0.67643,0.66952,0.67427,11804.127154354745,17506.5287709
1641772800000,2022-01-10 00:00:00,HMT/USD,0.67959,0.67959,0.66885,0.67643,5542.966536689863,8194.44219903
1641686400000,2022-01-09 00:00:00,HMT/USD,0.68025,0.68087,0.67957,0.67973,651.3010018579306,958.17604322
1641600000000,2022-01-08 00:00:00,HMT/USD,0.69349,0.69404,0.67985,0.68025,6778.157175908993,9964.21488557
1641513600000,2022-01-07 00:00:00,HMT/USD,0.70495,0.70568,0.69376,0.69436,13008.276390490699,18734.196080550002
1641427200000,2022-01-06 00:00:00,HMT/USD,0.71852,0.71936,0.70399,0.70535,10930.082056854679,15495.96945751
1641340800000,2022-01-05 00:00:00,HMT/USD,0.71038,0.72035,0.71038,0.71852,14696.824534638596,20454.30125068
1641254400000,2022-01-04 00:00:00,HMT/USD,0.71118,0.71199,0.70978,0.71038,250.4761676331904,352.59462208
1641168000000,2022-01-03 00:00:00,HMT/USD,0.71051,0.71241,0.71013,0.71079,0.3378154147566,0.47526754
1641081600000,2022-01-02 00:00:00,HMT/USD,0.71099,0.71104,0.70953,0.71051,0.23549283410469998,0.33144197
1640995200000,2022-01-01 00:00:00,HMT/USD,0.71405,0.71468,0.70988,0.71099,0.1640698227651,0.23076249
1640908800000,2021-12-31 00:00:00,HMT/USD,0.71074,0.71489,0.70952,0.71468,0.48105638948519996,0.67310739
1640822400000,2021-12-30 00:00:00,HMT/USD,0.72347,0.72347,0.70912,0.71076,13533.861514463046,19041.39444322
1640736000000,2021-12-29 00:00:00,HMT/USD,0.73964,0.73988,0.72366,0.72372,10121.357484574097,13985.18416594
1640649600000,2021-12-28 00:00:00,HMT/USD,0.74658,0.74773,0.73878,0.73988,2675.067136562315,3615.54189404
1640563200000,2021-12-27 00:00:00,HMT/USD,0.74892,0.74952,0.74403,0.7471,10686.131495393254,14303.48212474
1640476800000,2021-12-26 00:00:00,HMT/USD,0.7507,0.75113,0.74826,0.74826,299.7928385423388,400.65330038
1640390400000,2021-12-25 00:00:00,HMT/USD,0.74324,0.75075,0.74234,0.75068,2065.404545498246,2751.3781444799997
1640304000000,2021-12-24 00:00:00,HMT/USD,0.73963,0.74659,0.73884,0.74324,2000.9609212244393,2692.21371458
1640217600000,2021-12-23 00:00:00,HMT/USD,0.74961,0.75413,0.73728,0.73962,13025.398798748209,17610.93372103
1640131200000,2021-12-22 00:00:00,HMT/USD,0.6985,0.78977,0.6985,0.74966,67670.62387583463,90268.42018493
1640044800000,2021-12-21 00:00:00,HMT/USD,0.65183,0.6979,0.6466,0.69763,2777114.3373816726,3980783.99349465
1639958400000,2021-12-20 00:00:00,HMT/USD,0.65131,0.6532,0.65035,0.65253,900.8527632771148,1380.55378799
