https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume VSY
1640476800000,2021-12-26 00:00:00,VSY/USD,0.019937,0.020243,0.019266,0.019654,229999.78471812364,11702441.47339593
1640390400000,2021-12-25 00:00:00,VSY/USD,0.0202,0.020406,0.019712,0.019927,1950.3553527723852,97875.01143034
1640304000000,2021-12-24 00:00:00,VSY/USD,0.021,0.021421,0.019801,0.0202,5861.562676658725,290176.37013162003
1640217600000,2021-12-23 00:00:00,VSY/USD,0.019311,0.022328,0.019136,0.021,112238.56876384406,5344693.75065924
1640131200000,2021-12-22 00:00:00,VSY/USD,0.019291,0.020014,0.019104,0.019322,9188.165671078057,475528.70671142
1640044800000,2021-12-21 00:00:00,VSY/USD,0.01972,0.020403,0.019074,0.019294,66999.29395991318,3472545.55612694
1639958400000,2021-12-20 00:00:00,VSY/USD,0.020567,0.020567,0.018741,0.019731,82820.38989158116,4197475.54060013
1639872000000,2021-12-19 00:00:00,VSY/USD,0.017939,0.023607,0.0179,0.0211,7051.376411015818,334188.45549838
1639785600000,2021-12-18 00:00:00,VSY/USD,0.017945,0.0184,0.0176,0.017966,5915.35849056339,329252.94949145
1639699200000,2021-12-17 00:00:00,VSY/USD,0.017833,0.018152,0.017212,0.0181,41409.41052154172,2287812.73599678
1639612800000,2021-12-16 00:00:00,VSY/USD,0.01784,0.018499,0.0178,0.017865,1826.9468471574694,102264.02726882
1639526400000,2021-12-15 00:00:00,VSY/USD,0.017699,0.018152,0.016592,0.018099,790.6731898086701,43686.01523889
1639440000000,2021-12-14 00:00:00,VSY/USD,0.016452,0.018,0.016452,0.017572,1467.657196263879,83522.4901129
1639353600000,2021-12-13 00:00:00,VSY/USD,0.018208,0.0186,0.016425,0.016434,10494.536765321789,638586.87874661
1639267200000,2021-12-12 00:00:00,VSY/USD,0.017927,0.0195,0.0178,0.01821,1611.7067267278871,88506.68460889
1639180800000,2021-12-11 00:00:00,VSY/USD,0.017712,0.018499,0.017533,0.017925,780.5931030536453,43547.73238793
1639094400000,2021-12-10 00:00:00,VSY/USD,0.017889,0.02163,0.017735,0.017735,2696.361389359294,152036.16517391
1639008000000,2021-12-09 00:00:00,VSY/USD,0.01913,0.0193,0.017889,0.017889,1761.5212985421622,98469.52308917
1638921600000,2021-12-08 00:00:00,VSY/USD,0.019299,0.019431,0.018255,0.018841,1890.3226395642698,100330.2711939
