https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume LYM
1639699200000,2021-12-17 00:00:00,LYM/USD,0.010093,0.010365,0.0093667,0.0099912,9076.245368474376,908423.94992337
1639612800000,2021-12-16 00:00:00,LYM/USD,0.010231,0.010437,0.0099559,0.010083,6491.427894374011,643799.25561579
1639526400000,2021-12-15 00:00:00,LYM/USD,0.0091022,0.010381,0.0090605,0.010293,7322.611620631125,711416.65409804
1639440000000,2021-12-14 00:00:00,LYM/USD,0.009308,0.0095742,0.0089179,0.0091345,1336.7198990259046,146337.50057758
1639353600000,2021-12-13 00:00:00,LYM/USD,0.010321,0.010614,0.0090717,0.0095214,10402.304762023867,1092518.40716952
1639267200000,2021-12-12 00:00:00,LYM/USD,0.010604,0.010949,0.010602,0.010712,658.7925093264122,61500.42096027
1639180800000,2021-12-11 00:00:00,LYM/USD,0.010669,0.010671,0.010387,0.010671,1161.9404638875226,108887.68286829001
1639094400000,2021-12-10 00:00:00,LYM/USD,0.012395,0.012395,0.010578,0.010986,3508.718058067068,319380.85363800003
1639008000000,2021-12-09 00:00:00,LYM/USD,0.014198,0.014198,0.012001,0.012001,505.9760698650188,42161.15905883
1638921600000,2021-12-08 00:00:00,LYM/USD,0.012943,0.013621,0.012309,0.013621,1187.5972940051577,87188.70082998
1638835200000,2021-12-07 00:00:00,LYM/USD,0.01315,0.013226,0.012959,0.013095,2314.9030320965244,176777.62749878
