https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume SUN
1640476800000,2021-12-26 00:00:00,SUN/USD,0.023812,0.024534,0.023117,0.024422,2447401.650974988,100212990.3765043
1640390400000,2021-12-25 00:00:00,SUN/USD,0.023275,0.02396,0.023172,0.023808,2526605.5850999514,106124226.52469555
1640304000000,2021-12-24 00:00:00,SUN/USD,0.024117,0.024617,0.023161,0.02326,2450712.0938347303,105361654.93700475
1640217600000,2021-12-23 00:00:00,SUN/USD,0.022996,0.024239,0.022619,0.024113,2724353.7407821123,112982778.61660153
1640131200000,2021-12-22 00:00:00,SUN/USD,0.022744,0.023629,0.022619,0.022989,2190564.4984394633,95287507.00071615
1640044800000,2021-12-21 00:00:00,SUN/USD,0.022286,0.022926,0.022074,0.02275,2192478.7292831563,96372691.39706182
1639958400000,2021-12-20 00:00:00,SUN/USD,0.023165,0.023343,0.02155,0.022282,2310668.0476672794,103701106.1694318
1639872000000,2021-12-19 00:00:00,SUN/USD,0.022513,0.02699,0.022337,0.023172,2095891.674727313,90449321.36748286
1639785600000,2021-12-18 00:00:00,SUN/USD,0.021742,0.022956,0.021451,0.02251,1919345.528986586,85266349.57736944
1639699200000,2021-12-17 00:00:00,SUN/USD,0.023123,0.023322,0.021239,0.021768,2349583.1092532855,107937482.04948942
1639612800000,2021-12-16 00:00:00,SUN/USD,0.024267,0.024384,0.023081,0.023116,2428569.905190436,105060127.4091727
1639526400000,2021-12-15 00:00:00,SUN/USD,0.024072,0.024768,0.022595,0.024266,3036728.5573754115,125143351.08280769
1639440000000,2021-12-14 00:00:00,SUN/USD,0.023544,0.024428,0.023118,0.024069,3490473.5668264404,145019467.64827955
1639353600000,2021-12-13 00:00:00,SUN/USD,0.02735,0.02749,0.021178,0.023564,3424427.467794453,145324540.30701292
1639267200000,2021-12-12 00:00:00,SUN/USD,0.024729,0.029371,0.02435,0.027338,4076690.2263105763,149121743.59172493
1639180800000,2021-12-11 00:00:00,SUN/USD,0.024364,0.025215,0.024025,0.024707,3256523.9023066754,131805719.1203576
1639094400000,2021-12-10 00:00:00,SUN/USD,0.024504,0.026068,0.024302,0.024351,3584827.662070604,147214802.76253968
1639008000000,2021-12-09 00:00:00,SUN/USD,0.025634,0.025856,0.024451,0.024498,3501088.671828706,142913244.829321
1638921600000,2021-12-08 00:00:00,SUN/USD,0.024615,0.02625,0.024501,0.025634,2749545.2078722166,107261652.7998836
