https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume AMP
1639872000000,2021-12-19 00:00:00,AMP/USD,0.90876,0.92958,0.89352,0.8959,61368.86706685128,68499.68419115
1639785600000,2021-12-18 00:00:00,AMP/USD,0.90294,0.92772,0.8922,0.90891,129110.01610478264,142049.28552308
1639699200000,2021-12-17 00:00:00,AMP/USD,0.90135,0.92461,0.8765,0.90826,33693.94477260417,37097.24613283
1639612800000,2021-12-16 00:00:00,AMP/USD,0.97445,0.98102,0.89399,0.89806,12012.987091775612,13376.59743422
1639526400000,2021-12-15 00:00:00,AMP/USD,0.88947,0.9924,0.87891,0.96799,25166.211170620172,25998.420614489998
1639440000000,2021-12-14 00:00:00,AMP/USD,0.85792,0.8895,0.8442,0.88485,18049.737201264903,20398.64067499
1639353600000,2021-12-13 00:00:00,AMP/USD,0.94194,0.94571,0.84345,0.86448,22891.29978423854,26479.84890829
1639267200000,2021-12-12 00:00:00,AMP/USD,0.88343,0.96654,0.87428,0.94159,13941.43628963205,14806.27055261
1639180800000,2021-12-11 00:00:00,AMP/USD,0.86965,0.92295,0.83974,0.88333,30753.80337034271,34815.75783721
1639094400000,2021-12-10 00:00:00,AMP/USD,0.95,0.95143,0.85136,0.87122,37656.37490563233,43222.57857445
1639008000000,2021-12-09 00:00:00,AMP/USD,0.99655,1.025,0.88961,0.95,14575.3532380365,15342.47709267
1638921600000,2021-12-08 00:00:00,AMP/USD,0.85444,1.0759,0.85065,0.99632,313558.0710343943,314716.22674883
