https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume SXX
1656374400000,2022-06-28 00:00:00,SXX/USD,0.22005,0.22539,0.22005,0.22539,1352.3400000000001,6000.0
1656028800000,2022-06-24 00:00:00,SXX/USD,0.22269,0.22269,0.22269,0.22269,208.21515,935.0
1655942400000,2022-06-23 00:00:00,SXX/USD,0.20951,0.22408,0.20766,0.22092,2147.3504137316113,9720.03627436
1655856000000,2022-06-22 00:00:00,SXX/USD,0.20099,0.20099,0.20083,0.20083,6138.56978,30566.0
1655769600000,2022-06-21 00:00:00,SXX/USD,0.20722,0.20722,0.20508,0.20508,11.754225177547202,57.31531684
1655683200000,2022-06-20 00:00:00,SXX/USD,0.20116,0.20116,0.20116,0.20116,80.38896732,399.627
1655510400000,2022-06-18 00:00:00,SXX/USD,0.19998,0.20018,0.1789,0.1887,8067.169654422234,42751.29652582
1655424000000,2022-06-17 00:00:00,SXX/USD,0.20161,0.20263,0.20103,0.20103,610.2067479430616,3035.40142239
1655337600000,2022-06-16 00:00:00,SXX/USD,0.2193,0.2193,0.21023,0.21023,453.76638530575383,2158.42831806
1655251200000,2022-06-15 00:00:00,SXX/USD,0.20321,0.23001,0.20321,0.22145,266.2636153294765,1202.36448557
1655164800000,2022-06-14 00:00:00,SXX/USD,0.20502,0.22576,0.20124,0.22576,2628.6702055659116,11643.64903245
1655078400000,2022-06-13 00:00:00,SXX/USD,0.23726,0.23736,0.20838,0.21053,12530.081514683974,59516.84564995
1654905600000,2022-06-11 00:00:00,SXX/USD,0.26185,0.26185,0.25067,0.25067,4249.571225416895,16952.85126029
1654819200000,2022-06-10 00:00:00,SXX/USD,0.26177,0.26316,0.26157,0.26177,633.0848322465657,2418.47741241
1654732800000,2022-06-09 00:00:00,SXX/USD,0.27009,0.27009,0.27009,0.27009,214.72155,795.0
1654646400000,2022-06-08 00:00:00,SXX/USD,0.28395,0.28736,0.26839,0.2727,2245.348315565442,8233.76720046
1654560000000,2022-06-07 00:00:00,SXX/USD,0.28793,0.28902,0.28204,0.28902,949.5985755155388,3285.58084394
1654473600000,2022-06-06 00:00:00,SXX/USD,0.27654,0.28096,0.27654,0.28096,61.49703787229439,218.88182614
1654041600000,2022-06-01 00:00:00,SXX/USD,0.2674,0.26994,0.25229,0.25644,25.278613425201602,98.57515764
1653955200000,2022-05-31 00:00:00,SXX/USD,0.26695,0.27345,0.26464,0.27107,2487.696428923473,9177.3210939
1653868800000,2022-05-30 00:00:00,SXX/USD,0.24841,0.26618,0.23726,0.26618,923.2750804647998,3468.61176822
1653782400000,2022-05-29 00:00:00,SXX/USD,0.24268,0.24462,0.24219,0.24392,0.8989023943616,3.68523448
1653696000000,2022-05-28 00:00:00,SXX/USD,0.24342,0.24427,0.24332,0.24427,70.28082456329999,287.71779
1653609600000,2022-05-27 00:00:00,SXX/USD,0.24635,0.24736,0.23727,0.24432,10395.59348000172,42549.08922725
1653523200000,2022-05-26 00:00:00,SXX/USD,0.26434,0.26434,0.24944,0.25142,6516.697757631614,25919.56788494
1653350400000,2022-05-24 00:00:00,SXX/USD,0.27726,0.27726,0.26623,0.27234,6125.564201517448,22492.341196729998
1653264000000,2022-05-23 00:00:00,SXX/USD,0.29055,0.29156,0.28348,0.28348,9102.522161235765,32109.92719499
1653177600000,2022-05-22 00:00:00,SXX/USD,0.28032,0.28032,0.28032,0.28032,64.4294384096256,229.84246008
1653091200000,2022-05-21 00:00:00,SXX/USD,0.27705,0.27868,0.27647,0.27868,2.9882704017776,10.722945320000001
1653004800000,2022-05-20 00:00:00,SXX/USD,0.2891,0.30526,0.27921,0.28032,2474.7316159080196,8828.23778506
1652918400000,2022-05-19 00:00:00,SXX/USD,0.28222,0.28981,0.28148,0.28981,2725.3721295958835,9403.99616851
1652832000000,2022-05-18 00:00:00,SXX/USD,0.29272,0.29406,0.28425,0.28425,290.03352319893,1020.34660756
1652745600000,2022-05-17 00:00:00,SXX/USD,0.29351,0.29805,0.29217,0.29805,2107.1610493249273,7069.82402055
1652659200000,2022-05-16 00:00:00,SXX/USD,0.28848,0.28848,0.27948,0.28642,2610.274975612491,9113.45218774
1652572800000,2022-05-15 00:00:00,SXX/USD,0.28761,0.2892,0.28588,0.28848,475.5674296378897,1648.5282502700002
1652486400000,2022-05-14 00:00:00,SXX/USD,0.28934,0.28934,0.28761,0.28934,57.770459970519,199.66288785
1652400000000,2022-05-13 00:00:00,SXX/USD,0.27852,0.28991,0.26736,0.28761,312.7919893079913,1087.5560283300001
1652313600000,2022-05-12 00:00:00,SXX/USD,0.31235,0.31235,0.26736,0.26736,13086.78670925746,48948.18487903
1652227200000,2022-05-11 00:00:00,SXX/USD,0.32355,0.34154,0.3,0.3,1553.101712481,5177.0057082700005
1652140800000,2022-05-10 00:00:00,SXX/USD,0.31702,0.33103,0.31681,0.32291,2475.983751466173,7667.72088652
1652054400000,2022-05-09 00:00:00,SXX/USD,0.33539,0.34125,0.31681,0.31843,595.5491028218893,1870.26694351
1651881600000,2022-05-07 00:00:00,SXX/USD,0.35827,0.35827,0.35611,0.3576,358.07911918499997,1001.33981875
1651795200000,2022-05-06 00:00:00,SXX/USD,0.36133,0.36742,0.35378,0.35516,1728.5654764295737,4867.00494546
1651708800000,2022-05-05 00:00:00,SXX/USD,0.37951,0.38657,0.35611,0.36133,4981.891674797981,13787.65027758
1651622400000,2022-05-04 00:00:00,SXX/USD,0.36255,0.3868,0.36255,0.3868,3674.090842689568,9498.68366776
1651536000000,2022-05-03 00:00:00,SXX/USD,0.36997,0.37932,0.36524,0.36815,1719.0253717140752,4669.36132477
1651449600000,2022-05-02 00:00:00,SXX/USD,0.35735,0.37052,0.35641,0.36362,1078.5672408463286,2966.19339103
1651363200000,2022-05-01 00:00:00,SXX/USD,0.35521,0.35735,0.35521,0.35735,9.331247908003,26.11234898
1651276800000,2022-04-30 00:00:00,SXX/USD,0.35805,0.35805,0.35521,0.35805,9.520450488433498,26.58972347
1651190400000,2022-04-29 00:00:00,SXX/USD,0.33009,0.37277,0.32171,0.35786,4462.367248570002,12469.58936056
1651104000000,2022-04-28 00:00:00,SXX/USD,0.32181,0.3301,0.32171,0.32171,4954.491565180671,15400.48977396
1651017600000,2022-04-27 00:00:00,SXX/USD,0.32601,0.35762,0.32181,0.32181,1884.37401290445,5855.548345
1650844800000,2022-04-25 00:00:00,SXX/USD,0.32037,0.33654,0.32032,0.33637,4379.856209827696,13020.94779507
1650758400000,2022-04-24 00:00:00,SXX/USD,0.32299,0.3248,0.32299,0.3248,4.39000180192,13.5160154
1650585600000,2022-04-22 00:00:00,SXX/USD,0.32373,0.32544,0.32286,0.32544,13.9875818509728,42.98052437
1650499200000,2022-04-21 00:00:00,SXX/USD,0.34184,0.34184,0.32514,0.3274,7520.40635252897,22970.08659905
1650412800000,2022-04-20 00:00:00,SXX/USD,0.3289,0.33121,0.32725,0.33121,8.5381065867779,25.778528989999998
1650326400000,2022-04-19 00:00:00,SXX/USD,0.33367,0.33757,0.33337,0.33468,271.5273364743852,811.30433989
1650240000000,2022-04-18 00:00:00,SXX/USD,0.33213,0.33991,0.33155,0.33991,11.830946039784997,34.806113499999995
1649980800000,2022-04-15 00:00:00,SXX/USD,0.33793,0.33793,0.33793,0.33793,3.3793,10.0
1649894400000,2022-04-14 00:00:00,SXX/USD,0.33706,0.33991,0.33155,0.33155,4068.766905863144,12271.95568048
1649808000000,2022-04-13 00:00:00,SXX/USD,0.33905,0.34272,0.33905,0.34272,1057.0056801976225,3084.16690067
1649721600000,2022-04-12 00:00:00,SXX/USD,0.33218,0.34272,0.30433,0.34272,1241.8726340506753,3623.57794716
1649635200000,2022-04-11 00:00:00,SXX/USD,0.36085,0.36085,0.33331,0.33331,5254.263787740496,15763.89483586
1649548800000,2022-04-10 00:00:00,SXX/USD,0.36188,0.37039,0.35309,0.36153,3246.9429770814354,8981.11630316
1649376000000,2022-04-08 00:00:00,SXX/USD,0.36992,0.37219,0.35948,0.36633,1168.3925411308016,3189.45361049
1649289600000,2022-04-07 00:00:00,SXX/USD,0.36259,0.36259,0.35727,0.36144,57.072430859025594,157.90291849
1649203200000,2022-04-06 00:00:00,SXX/USD,0.38169,0.38732,0.38134,0.38229,1693.7017477062163,4430.41080778
1649116800000,2022-04-05 00:00:00,SXX/USD,0.38763,0.39102,0.38763,0.39102,2.0966636217156,5.36203678
1649030400000,2022-04-04 00:00:00,SXX/USD,0.39069,0.39153,0.38759,0.39153,4.9858006806231,12.734147270000001
1648857600000,2022-04-02 00:00:00,SXX/USD,0.39304,0.39304,0.39304,0.39304,3.4084619385095998,8.67204849
1648771200000,2022-04-01 00:00:00,SXX/USD,0.39694,0.39866,0.39694,0.39866,493.087457961713,1236.86213305
1648684800000,2022-03-31 00:00:00,SXX/USD,0.38912,0.39696,0.38145,0.39696,556.3645653212063,1401.5632943399999
1648598400000,2022-03-30 00:00:00,SXX/USD,0.39109,0.41647,0.39109,0.41647,420.3142149112279,1009.23047257
1648512000000,2022-03-29 00:00:00,SXX/USD,0.39579,0.40173,0.39241,0.39555,41.3856751947975,104.62817645
1648425600000,2022-03-28 00:00:00,SXX/USD,0.40293,0.43811,0.40283,0.42868,1919.4608112042608,4477.60756556
1648339200000,2022-03-27 00:00:00,SXX/USD,0.39428,0.41045,0.28789,0.41045,5482.682314356626,13357.73496006
1648252800000,2022-03-26 00:00:00,SXX/USD,0.39637,0.40141,0.38957,0.40141,2649.890232381191,6601.45545049
1648166400000,2022-03-25 00:00:00,SXX/USD,0.39515,0.40023,0.39424,0.39468,1182.0549126253295,2994.97038772
1648080000000,2022-03-24 00:00:00,SXX/USD,0.38991,0.39388,0.38383,0.39378,5315.279088222533,13498.093067759999
1647993600000,2022-03-23 00:00:00,SXX/USD,0.3742,0.37828,0.3742,0.37828,41.562460393188,109.8722121
1647907200000,2022-03-22 00:00:00,SXX/USD,0.37301,0.37445,0.37123,0.3742,99.38464622632401,265.59232022000003
1647820800000,2022-03-21 00:00:00,SXX/USD,0.35843,0.3986,0.35127,0.36918,1641.85988202054,4447.315353
1647734400000,2022-03-20 00:00:00,SXX/USD,0.35923,0.35923,0.35494,0.35494,7.822974658343,22.04027345
1647648000000,2022-03-19 00:00:00,SXX/USD,0.36822,0.37717,0.3543,0.36869,3750.4483984543176,10172.36268533
1647561600000,2022-03-18 00:00:00,SXX/USD,0.35343,0.37154,0.35126,0.35732,21895.550153269385,61277.14696426
1647475200000,2022-03-17 00:00:00,SXX/USD,0.35057,0.37154,0.35057,0.35864,6249.32803511216,17425.072594
1647388800000,2022-03-16 00:00:00,SXX/USD,0.33361,0.33465,0.33307,0.33465,5206.346223496557,15557.58620498
1647302400000,2022-03-15 00:00:00,SXX/USD,0.32108,0.33361,0.32108,0.33361,277.3594023928861,831.38815501
1647216000000,2022-03-14 00:00:00,SXX/USD,0.33197,0.33197,0.32968,0.32968,788.1642580935654,2390.6947891699997
1647129600000,2022-03-13 00:00:00,SXX/USD,0.32951,0.32951,0.32951,0.32951,3.2074094214482,9.73387582
1647043200000,2022-03-12 00:00:00,SXX/USD,0.32951,0.32951,0.32951,0.32951,1.9933453068280003,6.0494228
1646956800000,2022-03-11 00:00:00,SXX/USD,0.31705,0.32366,0.30306,0.30306,56.526878454894,186.5204199
1646870400000,2022-03-10 00:00:00,SXX/USD,0.32671,0.33006,0.28789,0.33006,9469.520598836574,28690.30054789
1646784000000,2022-03-09 00:00:00,SXX/USD,0.34449,0.34988,0.29516,0.32987,5142.662874339897,15589.96839464
1646697600000,2022-03-08 00:00:00,SXX/USD,0.33664,0.33899,0.32424,0.32705,533.9149539303876,1632.51782275
1646611200000,2022-03-07 00:00:00,SXX/USD,0.33632,0.34521,0.31731,0.32961,3177.8636545115664,9641.28410701
1646524800000,2022-03-06 00:00:00,SXX/USD,0.35015,0.35015,0.33724,0.33724,2035.086004207162,6034.53328255
1646352000000,2022-03-04 00:00:00,SXX/USD,0.36239,0.37154,0.3502,0.36465,10839.209190120167,29724.96692752
1646265600000,2022-03-03 00:00:00,SXX/USD,0.382,0.39074,0.37298,0.37373,3301.685668029275,8834.41433128
1646179200000,2022-03-02 00:00:00,SXX/USD,0.40487,0.40762,0.39,0.39315,4271.409688921125,10864.5801575
1646092800000,2022-03-01 00:00:00,SXX/USD,0.40917,0.48418,0.37912,0.40431,11075.6877145797,27394.048414779998
1646006400000,2022-02-28 00:00:00,SXX/USD,0.38469,0.38469,0.38469,0.38469,307.63813175999996,799.704
1645920000000,2022-02-27 00:00:00,SXX/USD,0.39331,0.4207,0.37742,0.37742,99.9201885024168,264.74534604
1645833600000,2022-02-26 00:00:00,SXX/USD,0.39262,0.3975,0.39262,0.3975,3820.415147214525,9611.10728859
1645747200000,2022-02-25 00:00:00,SXX/USD,0.38536,0.39262,0.37148,0.39262,15883.534649477886,40455.23572278
1645660800000,2022-02-24 00:00:00,SXX/USD,0.37544,0.395,0.34274,0.36528,787.0685686214256,2154.69932277
1645574400000,2022-02-23 00:00:00,SXX/USD,0.38166,0.395,0.31353,0.38262,2730.189648234426,7135.5121223
1645488000000,2022-02-22 00:00:00,SXX/USD,0.37035,0.37154,0.37035,0.37154,20.6716344464448,55.63770912
1645401600000,2022-02-21 00:00:00,SXX/USD,0.38041,0.39123,0.37588,0.37588,424.238200299072,1128.6532944
1645315200000,2022-02-20 00:00:00,SXX/USD,0.38388,0.38403,0.37833,0.37833,12308.254550222115,32533.11804568
1645228800000,2022-02-19 00:00:00,SXX/USD,0.39572,0.39595,0.38812,0.3932,1214.633777868816,3089.09912988
1645142400000,2022-02-18 00:00:00,SXX/USD,0.42146,0.42902,0.29858,0.41011,8414.177947133272,20516.88070794
1645056000000,2022-02-17 00:00:00,SXX/USD,0.45743,0.45964,0.41742,0.42176,10248.58753123255,24299.57210554
1644969600000,2022-02-16 00:00:00,SXX/USD,0.45176,0.45928,0.44723,0.44981,11662.570593529283,25927.77082219
1644883200000,2022-02-15 00:00:00,SXX/USD,0.43233,0.46501,0.43051,0.45237,18496.080863404593,40887.06338485
1644796800000,2022-02-14 00:00:00,SXX/USD,0.42767,0.44247,0.32555,0.43209,41.253705364118396,95.47479776
1644710400000,2022-02-13 00:00:00,SXX/USD,0.45683,0.45683,0.4532,0.4532,39.695674573104,87.58974972
1644624000000,2022-02-12 00:00:00,SXX/USD,0.49048,0.49441,0.45302,0.45302,106.98701057312219,236.16398961
1644537600000,2022-02-11 00:00:00,SXX/USD,0.51013,0.51013,0.49312,0.49707,92.0724891690555,185.23042865
1644451200000,2022-02-10 00:00:00,SXX/USD,0.52506,0.52506,0.52506,0.52506,14.693869700996398,27.98512494
1644364800000,2022-02-09 00:00:00,SXX/USD,0.51231,0.51326,0.51231,0.51326,230.90951488000002,449.888
1644278400000,2022-02-08 00:00:00,SXX/USD,0.50767,0.51174,0.5,0.51174,1618.8235101387413,3163.37106761
1644192000000,2022-02-07 00:00:00,SXX/USD,0.48672,0.50575,0.48285,0.50269,6061.820521624124,12058.76488815
1644105600000,2022-02-06 00:00:00,SXX/USD,0.47608,0.48075,0.47608,0.48075,33.331863806730006,69.33305004
1644019200000,2022-02-05 00:00:00,SXX/USD,0.43424,0.46793,0.43424,0.46793,2260.3269194137356,4830.48088264
1643932800000,2022-02-04 00:00:00,SXX/USD,0.3848,0.42221,0.37746,0.41966,1182.537557998378,2817.8467283
1643846400000,2022-02-03 00:00:00,SXX/USD,0.41117,0.41117,0.37769,0.38345,4272.669932234886,11142.70421759
1643760000000,2022-02-02 00:00:00,SXX/USD,0.42358,0.4387,0.41368,0.4387,2901.455728429156,6613.75821388
1643673600000,2022-02-01 00:00:00,SXX/USD,0.36365,0.38542,0.35645,0.38542,458.3461337255948,1189.21211594
1643587200000,2022-01-31 00:00:00,SXX/USD,0.35085,0.38114,0.35085,0.36065,6193.192819801945,17172.30783253
1643500800000,2022-01-30 00:00:00,SXX/USD,0.35224,0.35434,0.35015,0.35434,181.3145480894034,511.69652901
1643414400000,2022-01-29 00:00:00,SXX/USD,0.34523,0.35378,0.34268,0.35378,97.189165745497,274.71639365
1643328000000,2022-01-28 00:00:00,SXX/USD,0.38114,0.38114,0.31588,0.33312,1995.2523149963426,5989.59028277
