https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume XRD
1639958400000,2021-12-20 00:00:00,XRD/USD,0.25041,0.25063,0.2326,0.24438,350365.35248075385,1433690.77862654
1639872000000,2021-12-19 00:00:00,XRD/USD,0.26049,0.26531,0.24014,0.25035,520732.164412707,2080016.63436272
1639785600000,2021-12-18 00:00:00,XRD/USD,0.2617,0.2726,0.24892,0.25995,874199.6477684455,3362953.05931312
1639699200000,2021-12-17 00:00:00,XRD/USD,0.28221,0.29975,0.2611,0.2611,596167.4961915377,2283291.82761983
1639612800000,2021-12-16 00:00:00,XRD/USD,0.28072,0.33294,0.27819,0.28309,846454.6780246214,2990055.02852316
1639526400000,2021-12-15 00:00:00,XRD/USD,0.24172,0.29876,0.24097,0.27963,1347461.2217100228,4818729.1124343695
1639440000000,2021-12-14 00:00:00,XRD/USD,0.22837,0.24511,0.2222,0.24137,818084.0607097503,3389336.12590525
1639353600000,2021-12-13 00:00:00,XRD/USD,0.29387,0.29387,0.215,0.22841,1327432.4382882218,5811621.37510714
1639267200000,2021-12-12 00:00:00,XRD/USD,0.28726,0.30159,0.26932,0.29421,570217.9978266959,1938132.61896841
1639180800000,2021-12-11 00:00:00,XRD/USD,0.23911,0.28814,0.231,0.2868,834400.7682523705,2909347.16963867
1639094400000,2021-12-10 00:00:00,XRD/USD,0.25422,0.26624,0.23884,0.23884,689234.5144882561,2885758.30886056
1639008000000,2021-12-09 00:00:00,XRD/USD,0.28509,0.30272,0.235,0.25551,1674380.5434441874,6553092.02553398
1638921600000,2021-12-08 00:00:00,XRD/USD,0.29685,0.29685,0.26677,0.28454,995548.0801666183,3498798.34176783
