https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume LRC
1639872000000,2021-12-19 00:00:00,LRC/USD,2.0795,2.1166,2.02,2.0468,13173.10525940836,6435.9513676999995
1639785600000,2021-12-18 00:00:00,LRC/USD,2.0559,2.113,2.0038,2.0715,16439.87200276641,7936.21626974
1639699200000,2021-12-17 00:00:00,LRC/USD,2.1039,2.1545,1.9975,2.0659,29084.95756801748,14078.58926764
1639612800000,2021-12-16 00:00:00,LRC/USD,2.2468,2.3606,2.1026,2.1049,60003.06419655714,28506.37284268
1639526400000,2021-12-15 00:00:00,LRC/USD,2.185,2.2692,2.01,2.242,64701.78995302796,28858.96072838
1639440000000,2021-12-14 00:00:00,LRC/USD,2.0946,2.2692,2.0459,2.1826,50354.56224864401,23070.90728885
1639353600000,2021-12-13 00:00:00,LRC/USD,2.4683,2.4688,2.0603,2.1027,107116.09886988785,50942.16905402
1639267200000,2021-12-12 00:00:00,LRC/USD,2.4142,2.48,2.3288,2.4519,22375.003115694704,9125.57735458
1639180800000,2021-12-11 00:00:00,LRC/USD,2.308,2.4534,2.2692,2.4149,61197.02589373634,25341.43272754
1639094400000,2021-12-10 00:00:00,LRC/USD,2.5041,2.596,2.2988,2.2988,193526.761842513,84185.99349335
1639008000000,2021-12-09 00:00:00,LRC/USD,2.5785,2.7296,2.3646,2.4934,318331.95284153934,127669.82948646
1638921600000,2021-12-08 00:00:00,LRC/USD,2.4747,2.951,2.2873,2.5677,511066.8580563926,199036.82597515
