https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume KAN
1640390400000,2021-12-25 00:00:00,KAN/USD,0.00201,0.0020239,0.002002,0.0020239,261.34846876599187,129131.11752853
1640304000000,2021-12-24 00:00:00,KAN/USD,0.0020529,0.0020579,0.00201,0.0020239,446.72206115159105,220723.38611176
1640217600000,2021-12-23 00:00:00,KAN/USD,0.002122,0.002149,0.002024,0.0020529,3394.823410338759,1653672.07868808
1640131200000,2021-12-22 00:00:00,KAN/USD,0.00195,0.0022847,0.00194,0.00212,105007.82183870586,49531991.43335182
1640044800000,2021-12-21 00:00:00,KAN/USD,0.001924,0.00195,0.0019121,0.00195,421.9818275479365,216400.93720407
1639958400000,2021-12-20 00:00:00,KAN/USD,0.001987,0.001987,0.001912,0.001924,1131.5610060255103,588129.42101118
1639872000000,2021-12-19 00:00:00,KAN/USD,0.0019839,0.001987,0.00197,0.001985,371.4249903809634,187115.86417177
1639785600000,2021-12-18 00:00:00,KAN/USD,0.0019548,0.001984,0.0019391,0.0019839,441.05850073285796,222318.91765354
1639699200000,2021-12-17 00:00:00,KAN/USD,0.001946,0.001983,0.001925,0.0019391,1102.0412260188223,568326.14409717
1639612800000,2021-12-16 00:00:00,KAN/USD,0.001996,0.002003,0.001949,0.001949,1295.1229300192294,664506.37763942
1639526400000,2021-12-15 00:00:00,KAN/USD,0.0019621,0.001993,0.001916,0.001993,2934.4517805980367,1472379.21756048
1639440000000,2021-12-14 00:00:00,KAN/USD,0.002008,0.0020239,0.001958,0.0019621,1602.1527581104974,816550.00158529
1639353600000,2021-12-13 00:00:00,KAN/USD,0.002207,0.0022159,0.002008,0.002008,7769.314321446277,3869180.43896727
1639267200000,2021-12-12 00:00:00,KAN/USD,0.0022069,0.0022249,0.002188,0.0021881,3272.0159829710883,1495368.57683428
1639180800000,2021-12-11 00:00:00,KAN/USD,0.002264,0.002275,0.002189,0.0022069,3136.6232669961887,1421280.19710734
1639094400000,2021-12-10 00:00:00,KAN/USD,0.002349,0.0023709,0.002264,0.002264,2692.882489113199,1189435.72840689
1639008000000,2021-12-09 00:00:00,KAN/USD,0.0023999,0.002423,0.002349,0.002349,1373.2461278849169,584608.82413151
1638921600000,2021-12-08 00:00:00,KAN/USD,0.002328,0.002409,0.002303,0.0023786,2872.4158111950474,1207607.757166
